#reweighting script for hh4b analysis 
#iteration:0
5 2bs event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_TwoTag_split_Sideband_leadHCand_Pt_m.txt 
5 2bs event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_TwoTag_split_Sideband_sublHCand_trk0_Pt.txt 
5 3b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_4 r5_ThreeTag_Sideband_sublHCand_trk_dr.txt 
5 3b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_ThreeTag_Sideband_leadHCand_trk0_Pt.txt 
5 3b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_4 r5_ThreeTag_Sideband_leadHCand_trk_dr.txt 
5 3b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_ThreeTag_Sideband_leadHCand_Pt_m.txt 
5 3b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_ThreeTag_Sideband_sublHCand_trk0_Pt.txt 
5 4b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_4 r5_FourTag_Sideband_sublHCand_trk_dr.txt 
5 4b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_FourTag_Sideband_leadHCand_trk0_Pt.txt 
5 4b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_4 r5_FourTag_Sideband_leadHCand_trk_dr.txt 
5 4b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_FourTag_Sideband_leadHCand_Pt_m.txt 
5 4b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_4 r5_FourTag_Sideband_sublHCand_trk0_Pt.txt 
#iteration:6
6 2bs event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_5 r6_TwoTag_split_Sideband_sublHCand_trk_dr.txt 
6 2bs event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_TwoTag_split_Sideband_leadHCand_trk0_Pt.txt 
6 2bs event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_5 r6_TwoTag_split_Sideband_leadHCand_trk_dr.txt 
6 2bs event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_TwoTag_split_Sideband_leadHCand_Pt_m.txt 
6 2bs event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_TwoTag_split_Sideband_sublHCand_trk0_Pt.txt 
6 3b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_5 r6_ThreeTag_Sideband_sublHCand_trk_dr.txt 
6 3b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_ThreeTag_Sideband_leadHCand_trk0_Pt.txt 
6 3b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_5 r6_ThreeTag_Sideband_leadHCand_trk_dr.txt 
6 3b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_ThreeTag_Sideband_leadHCand_Pt_m.txt 
6 3b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_ThreeTag_Sideband_sublHCand_trk0_Pt.txt 
6 4b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_5 r6_FourTag_Sideband_sublHCand_trk_dr.txt 
6 4b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_FourTag_Sideband_leadHCand_trk0_Pt.txt 
6 4b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_5 r6_FourTag_Sideband_leadHCand_trk_dr.txt 
6 4b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_FourTag_Sideband_leadHCand_Pt_m.txt 
6 4b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_5 r6_FourTag_Sideband_sublHCand_trk0_Pt.txt 
#iteration:7
7 2bs event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_6 r7_TwoTag_split_Sideband_sublHCand_trk_dr.txt 
7 2bs event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_TwoTag_split_Sideband_leadHCand_trk0_Pt.txt 
7 2bs event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_6 r7_TwoTag_split_Sideband_leadHCand_trk_dr.txt 
7 2bs event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_TwoTag_split_Sideband_leadHCand_Pt_m.txt 
7 2bs event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_TwoTag_split_Sideband_sublHCand_trk0_Pt.txt 
7 3b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_6 r7_ThreeTag_Sideband_sublHCand_trk_dr.txt 
7 3b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_ThreeTag_Sideband_leadHCand_trk0_Pt.txt 
7 3b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_6 r7_ThreeTag_Sideband_leadHCand_trk_dr.txt 
7 3b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_ThreeTag_Sideband_leadHCand_Pt_m.txt 
7 3b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_ThreeTag_Sideband_sublHCand_trk0_Pt.txt 
7 4b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_6 r7_FourTag_Sideband_sublHCand_trk_dr.txt 
7 4b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_FourTag_Sideband_leadHCand_trk0_Pt.txt 
7 4b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_6 r7_FourTag_Sideband_leadHCand_trk_dr.txt 
7 4b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_FourTag_Sideband_leadHCand_Pt_m.txt 
7 4b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_6 r7_FourTag_Sideband_sublHCand_trk0_Pt.txt 
#iteration:8
8 2bs event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_7 r8_TwoTag_split_Sideband_sublHCand_trk_dr.txt 
8 2bs event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_TwoTag_split_Sideband_leadHCand_trk0_Pt.txt 
8 2bs event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_7 r8_TwoTag_split_Sideband_leadHCand_trk_dr.txt 
8 2bs event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_TwoTag_split_Sideband_leadHCand_Pt_m.txt 
8 2bs event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_TwoTag_split_Sideband_sublHCand_trk0_Pt.txt 
8 3b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_7 r8_ThreeTag_Sideband_sublHCand_trk_dr.txt 
8 3b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_ThreeTag_Sideband_leadHCand_trk0_Pt.txt 
8 3b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_7 r8_ThreeTag_Sideband_leadHCand_trk_dr.txt 
8 3b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_ThreeTag_Sideband_leadHCand_Pt_m.txt 
8 3b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_ThreeTag_Sideband_sublHCand_trk0_Pt.txt 
8 4b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_7 r8_FourTag_Sideband_sublHCand_trk_dr.txt 
8 4b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_FourTag_Sideband_leadHCand_trk0_Pt.txt 
8 4b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_7 r8_FourTag_Sideband_leadHCand_trk_dr.txt 
8 4b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_FourTag_Sideband_leadHCand_Pt_m.txt 
8 4b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_7 r8_FourTag_Sideband_sublHCand_trk0_Pt.txt 
#iteration:9
9 2bs event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_8 r9_TwoTag_split_Sideband_sublHCand_trk_dr.txt 
9 2bs event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_TwoTag_split_Sideband_leadHCand_trk0_Pt.txt 
9 2bs event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_8 r9_TwoTag_split_Sideband_leadHCand_trk_dr.txt 
9 2bs event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_TwoTag_split_Sideband_leadHCand_Pt_m.txt 
9 2bs event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_TwoTag_split_Sideband_sublHCand_trk0_Pt.txt 
9 3b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_8 r9_ThreeTag_Sideband_sublHCand_trk_dr.txt 
9 3b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_ThreeTag_Sideband_leadHCand_trk0_Pt.txt 
9 3b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_8 r9_ThreeTag_Sideband_leadHCand_trk_dr.txt 
9 3b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_ThreeTag_Sideband_leadHCand_Pt_m.txt 
9 3b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_ThreeTag_Sideband_sublHCand_trk0_Pt.txt 
9 4b event.j1_trkdr Moriond_j0pT-leadtrk-trkdr-fin_8 r9_FourTag_Sideband_sublHCand_trk_dr.txt 
9 4b event.j0_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_FourTag_Sideband_leadHCand_trk0_Pt.txt 
9 4b event.j0_trkdr Moriond_j0pT-leadtrk-trkdr-fin_8 r9_FourTag_Sideband_leadHCand_trk_dr.txt 
9 4b event.j0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_FourTag_Sideband_leadHCand_Pt_m.txt 
9 4b event.j1_trk0_pt Moriond_j0pT-leadtrk-trkdr-fin_8 r9_FourTag_Sideband_sublHCand_trk0_Pt.txt 
